numero_incident,type_incident,station,ligne_orange,ligne_verte,ligne_jaune,ligne_bleue,annee,mois,jour_du_mois,date,duree_mins
T16071905,T,Honorée-Beaugrand,0,1,0,0,2019,7,16,2019-07-16,6
T16071906,T,Lionel-Groulx,1,0,0,0,2019,7,16,2019-07-16,0
T16071907,T,Angrignon,0,1,0,0,2019,7,16,2019-07-16,2
T16071908,T,Monk,0,1,0,0,2019,7,16,2019-07-16,9
T16071909,T,5N31,0,0,0,1,2019,7,16,2019-07-16,2
T16071910,T,Montmorency - De La Concorde,1,0,0,0,2019,7,16,2019-07-16,0
T16071911,T,Peel,0,1,0,0,2019,7,16,2019-07-16,10
T16072001,T,Honorée-Beaugrand,0,1,0,0,2020,7,16,2020-07-16,2
T16072002,T,Radisson/Honorée-Beaugrand,0,1,0,0,2020,7,16,2020-07-16,2
T16072003,T,St-Laurent,0,1,0,0,2020,7,16,2020-07-16,0
T16072005,T,Papineau,0,1,0,0,2020,7,16,2020-07-16,28
T16072006,T,Crémazie/Sauvé,1,0,0,0,2020,7,16,2020-07-16,0
T16072007,T,Cadillac,0,1,0,0,2020,7,16,2020-07-16,0
T16072101,T,Préfontaine,0,1,0,0,2021,7,16,2021-07-16,3
T16072102,T,St-Laurent,0,1,0,0,2021,7,16,2021-07-16,0
T16072103,T,Viau,0,1,0,0,2021,7,16,2021-07-16,5
T16072104,T,Arrière gare Montmorency,1,0,0,0,2021,7,16,2021-07-16,6
T16072105,T,St-Laurent,0,1,0,0,2021,7,16,2021-07-16,0
T16072106,T,Parc/De Castelnau,0,0,0,1,2021,7,16,2021-07-16,0
T16072107,T,Lionel-Groulx,1,0,0,0,2021,7,16,2021-07-16,3
T16072108,T,Arrière gare Montmorency,1,0,0,0,2021,7,16,2021-07-16,3
T16072109,T,Snowdon,1,0,0,0,2021,7,16,2021-07-16,0
T16072110,T,Beaubien,1,0,0,0,2021,7,16,2021-07-16,1
T16072111,T,McGill,0,1,0,0,2021,7,16,2021-07-16,1
T16072112,T,Berri L-2,1,0,0,0,2021,7,16,2021-07-16,4
T16072113,T,1N71,0,1,0,0,2021,7,16,2021-07-16,0
T16072114,T,Place-D'Armes,1,0,0,0,2021,7,16,2021-07-16,0
T16072115,T,Snowdon,1,0,0,0,2021,7,16,2021-07-16,4
T16072201,T,Mont-Royal,1,0,0,0,2022,7,16,2022-07-16,0
T16072202,T,Cartier,1,0,0,0,2022,7,16,2022-07-16,0
T16072203,T,Longueuil,0,0,1,0,2022,7,16,2022-07-16,3
T16072204,T,Lionel-Groulx,0,1,0,0,2022,7,16,2022-07-16,0
T16072205,T,Viau/L'Assomption,0,1,0,0,2022,7,16,2022-07-16,3
T16072206,T,Lionel-Groulx,1,0,0,0,2022,7,16,2022-07-16,2
T16072207,T,Guy-Concordia,0,1,0,0,2022,7,16,2022-07-16,0
T16072208,T,Atwater,0,1,0,0,2022,7,16,2022-07-16,0
T16072209,T,Angrignon,0,1,0,0,2022,7,16,2022-07-16,0
T16072210,T,Jolicoeur,0,1,0,0,2022,7,16,2022-07-17,0
T16081901,T,Berri L-2,1,0,0,0,2019,8,16,2019-08-16,3
T16081902,T,Henri-Bourassa,1,0,0,0,2019,8,16,2019-08-16,0
T16081903,T,Université de Montréal,0,0,0,1,2019,8,16,2019-08-16,0
T16081904,T,Fabre,0,0,0,1,2019,8,16,2019-08-16,0
T16081905,T,Côte-Vertu,1,0,0,0,2019,8,16,2019-08-16,3
T16081906,T,Iberville,0,0,0,1,2019,8,16,2019-08-16,7
T16081907,T,St-Michel,0,0,0,1,2019,8,16,2019-08-16,0
T16081908,T,Sherbrooke,1,0,0,0,2019,8,16,2019-08-16,2
T16081909,T,St-Laurent,0,1,0,0,2019,8,16,2019-08-16,13
T16081910,T,5N31,0,0,0,1,2019,8,16,2019-08-16,0
T16082001,T,G. H-Bour. (St-Charles),1,0,0,0,2020,8,16,2020-08-16,0
T16082002,T,Namur,1,0,0,0,2020,8,16,2020-08-16,5
T16082003,T,Honorée-Beaugrand,0,1,0,0,2020,8,16,2020-08-16,2
T16082004,T,Montmorency,1,0,0,0,2020,8,16,2020-08-16,0
T16082005,T,Berri-UQAM,0,1,0,0,2020,8,16,2020-08-16,1
T16082006,T,Berri-UQAM,0,1,0,0,2020,8,16,2020-08-16,5
T16082007,T,Honorée-Beaugrand,0,1,0,0,2020,8,16,2020-08-16,0
T16082008,T,Papineau,0,1,0,0,2020,8,16,2020-08-16,4
T16082009,T,Berri-UQAM,0,1,0,0,2020,8,16,2020-08-16,5
T16082010,T,Berri-UQAM,0,1,0,0,2020,8,16,2020-08-16,5
T16082011,T,Fabre,0,0,0,1,2020,8,16,2020-08-16,0
T16082012,T,Crémazie/Sauvé,1,0,0,0,2020,8,16,2020-08-16,22
T16082101,T,G. H-Bour. (St-Charles),1,0,0,0,2021,8,16,2021-08-16,0
T16082102,T,Garage H-Beaugrand,0,1,0,0,2021,8,16,2021-08-16,0
T16082103,T,Côte Ste-Catherine/Snowdon,1,0,0,0,2021,8,16,2021-08-16,5
T16082104,T,Angrignon,0,1,0,0,2021,8,16,2021-08-16,0
T16082105,T,Montmorency,1,0,0,0,2021,8,16,2021-08-16,0
T16082106,T,Jarry,1,0,0,0,2021,8,16,2021-08-16,5
T16082107,T,De la Savane,1,0,0,0,2021,8,16,2021-08-16,5
T16082108,T,Sherbrooke,1,0,0,0,2021,8,16,2021-08-16,3
T16091901,T,Crémazie,1,0,0,0,2019,9,16,2019-09-16,4
T16091902,T,Jean-Talon,1,0,0,0,2019,9,16,2019-09-16,2
T16091903,T,Berri L-2,1,0,0,0,2019,9,16,2019-09-16,0
T16091904,T,Berri-UQAM,0,0,1,0,2019,9,16,2019-09-16,0
T16091905,T,Sauvé,1,0,0,0,2019,9,16,2019-09-16,3
T16091906,T,Garage H-Beaugrand,0,1,0,0,2019,9,16,2019-09-16,0
T16091907,T,Jolicoeur,0,1,0,0,2019,9,16,2019-09-16,4
T16091908,T,Longueuil,0,0,1,0,2019,9,16,2019-09-16,2
T16091909,T,Henri-Bourassa,1,0,0,0,2019,9,16,2019-09-16,9
T16091910,T,Henri-Bourassa,1,0,0,0,2019,9,16,2019-09-16,5
T16091911,T,Radisson,0,1,0,0,2019,9,16,2019-09-16,6
T16091912,T,Georges-Vanier,1,0,0,0,2019,9,16,2019-09-16,10
T16092001,T,Montmorency,1,0,0,0,2020,9,16,2020-09-16,2
T16092002,T,Honorée-Beaugrand,0,1,0,0,2020,9,16,2020-09-16,5
T16092003,T,Lionel-Groulx/Atwater,0,1,0,0,2020,9,16,2020-09-16,10
T16092004,T,St-Laurent,0,1,0,0,2020,9,16,2020-09-16,7
T16092005,T,Laurier,1,0,0,0,2020,9,16,2020-09-16,2
T16092006,T,De l'Eglise,0,1,0,0,2020,9,16,2020-09-16,3
T16092007,T,St-Michel,0,0,0,1,2020,9,16,2020-09-16,3
T16092008,T,Sauvé/Henri-Bourassa,1,0,0,0,2020,9,16,2020-09-16,2
T16092009,T,Angrignon,0,1,0,0,2020,9,16,2020-09-16,0
T16092010,T,Monk,0,1,0,0,2020,9,16,2020-09-16,12
T16092011,T,Berri-UQAM,0,1,0,0,2020,9,16,2020-09-16,4
T16092012,T,Berri-UQAM,0,1,0,0,2020,9,16,2020-09-16,0
T16092013,T,Lionel-Groulx/Atwater,0,1,0,0,2020,9,16,2020-09-16,2
T16092014,T,Place-des-Arts,0,1,0,0,2020,9,16,2020-09-16,0
T16092101,T,Henri-Bourassa,1,0,0,0,2021,9,16,2021-09-16,0
T16092102,T,Langelier,0,1,0,0,2021,9,16,2021-09-16,0
T16092103,T,Montmorency,1,0,0,0,2021,9,16,2021-09-16,1
T16092104,T,Crémazie/Sauvé,1,0,0,0,2021,9,16,2021-09-16,0
T16092105,T,Crémazie/Sauvé,1,0,0,0,2021,9,16,2021-09-16,0
T16092106,T,Frontenac,0,1,0,0,2021,9,16,2021-09-16,7
T16092107,T,Beaudry,0,1,0,0,2021,9,16,2021-09-16,6
T16092108,T,Longueuil,0,0,1,0,2021,9,16,2021-09-17,3
T16092109,T,Honorée-Beaugrand,0,1,0,0,2021,9,16,2021-09-17,0
T16101901,T,Crémazie,1,0,0,0,2019,10,16,2019-10-16,3
T16101902,T,Berri L-2,1,0,0,0,2019,10,16,2019-10-16,4
T16101904,T,Préfontaine,0,1,0,0,2019,10,16,2019-10-16,0
T16101905,T,Du Collège,1,0,0,0,2019,10,16,2019-10-16,0
T16101906,T,St-Michel,0,0,0,1,2019,10,16,2019-10-16,3
T16101907,T,Rosemont,1,0,0,0,2019,10,16,2019-10-16,0
T16101908,T,St-Michel,0,0,0,1,2019,10,16,2019-10-16,0
T16101909,T,Rosemont,1,0,0,0,2019,10,16,2019-10-16,5
T16101910,T,Peel,0,1,0,0,2019,10,16,2019-10-16,0
T16101911,T,Jolicoeur,0,1,0,0,2019,10,16,2019-10-16,8
T16101912,T,Côte-Vertu,1,0,0,0,2019,10,16,2019-10-16,0
T16101913,T,Snowdon,1,0,0,0,2019,10,16,2019-10-16,0
T16102001,T,Sauvé,1,0,0,0,2020,10,16,2020-10-16,0
T16102002,T,Longueuil,0,0,1,0,2020,10,16,2020-10-16,2
T16102003,T,Berri L-2,1,0,0,0,2020,10,16,2020-10-16,0
T16102004,T,1N17,0,1,0,0,2020,10,16,2020-10-16,4
T16102005,T,Rosemont,1,0,0,0,2020,10,16,2020-10-16,0
T16102101,T,Cadillac,0,1,0,0,2021,10,16,2021-10-16,3
T16102102,T,Cartier - Henri-Bourassa,1,0,0,0,2021,10,16,2021-10-16,0
T16102103,T,Verdun,0,1,0,0,2021,10,16,2021-10-16,0
T16102104,T,Montmorency,1,0,0,0,2021,10,16,2021-10-16,5
T16102105,T,Berri-UQAM,0,1,0,0,2021,10,16,2021-10-17,10
T16111901,T,Angrignon,0,1,0,0,2019,11,16,2019-11-16,2
T16111902,T,McGill,0,1,0,0,2019,11,16,2019-11-16,5
T16111903,T,Plamondon,1,0,0,0,2019,11,16,2019-11-16,9
T16111904,T,Place-des-Arts,0,1,0,0,2019,11,16,2019-11-16,5
T16111905,T,5N31,0,0,0,1,2019,11,16,2019-11-16,3
T16111906,T,Acadie,0,0,0,1,2019,11,16,2019-11-16,7
T16111907,T,Berri L-2,1,0,0,0,2019,11,16,2019-11-16,2
T16111908,T,5N57,0,0,0,1,2019,11,16,2019-11-16,2
T16111909,T,Viau,0,1,0,0,2019,11,16,2019-11-16,0
T16111910,T,Snowdon/Côte-des-Neiges,0,0,0,1,2019,11,16,2019-11-16,11
T16111911,T,Papineau,0,1,0,0,2019,11,16,2019-11-16,1
T16111912,T,De l'Eglise,0,1,0,0,2019,11,16,2019-11-16,11
T16111913,T,Snowdon/Côte-des-Neiges,0,0,0,1,2019,11,16,2019-11-16,1
T16111914,T,Snowdon,0,0,0,1,2019,11,16,2019-11-17,0
T16111915,T,Viau,0,1,0,0,2019,11,16,2019-11-16,0
T16112001,T,Berri-UQAM,0,1,0,0,2020,11,16,2020-11-16,8
T16112002,T,Henri-Bourassa,1,0,0,0,2020,11,16,2020-11-16,3
T16112003,T,Mont-Royal,1,0,0,0,2020,11,16,2020-11-16,0
T16112004,T,Berri-UQAM,0,1,0,0,2020,11,16,2020-11-16,3
T16112005,T,G. H-Bour. (St-Charles),1,0,0,0,2020,11,16,2020-11-16,0
T16112006,T,Charlevoix,0,1,0,0,2020,11,16,2020-11-16,1
T16112007,T,L21,1,1,0,0,2020,11,16,2020-11-16,0
T16112008,T,Lionel-Groulx,0,1,0,0,2020,11,16,2020-11-16,4
T16112009,T,Henri-Bourassa,1,0,0,0,2020,11,16,2020-11-16,8
T16112010,T,Lucien-L'Allier,1,0,0,0,2020,11,16,2020-11-16,16
T16112011,T,Jean-Talon,1,0,0,0,2020,11,16,2020-11-16,1
T16112012,T,Lionel-Groulx,0,1,0,0,2020,11,16,2020-11-16,0
T16112101,T,Beaudry,0,1,0,0,2021,11,16,2021-11-16,6
T16112102,T,Berri-UQAM,0,1,0,0,2021,11,16,2021-11-16,0
T16112103,T,Guy-Concordia,0,1,0,0,2021,11,16,2021-11-16,0
T16112104,T,Lionel-Groulx,0,1,0,0,2021,11,16,2021-11-16,5
T16112105,T,Bonaventure,1,0,0,0,2021,11,16,2021-11-16,4
T16112106,T,Champs-de-Mars,1,0,0,0,2021,11,16,2021-11-16,4
T16112107,T,Berri-UQAM,0,1,0,0,2021,11,16,2021-11-16,5
T16112108,T,Honorée-Beaugrand,0,1,0,0,2021,11,16,2021-11-16,3
T16112109,T,St-Laurent,0,1,0,0,2021,11,16,2021-11-16,0
T16112110,T,Square-Victoria,1,0,0,0,2021,11,16,2021-11-16,9
T16112111,T,Honorée-Beaugrand,0,1,0,0,2021,11,16,2021-11-16,0
T16112112,T,Sherbrooke,1,0,0,0,2021,11,16,2021-11-16,3
T16112113,T,Beaubien,1,0,0,0,2021,11,16,2021-11-16,8
T16112114,T,Beaudry,0,1,0,0,2021,11,16,2021-11-16,0
T16121901,T,Côte-Vertu/Du Collège,1,0,0,0,2019,12,16,2019-12-16,0
T16121902,T,Snowdon,1,0,0,0,2019,12,16,2019-12-16,18
T16121904,T,Montmorency,1,0,0,0,2019,12,16,2019-12-16,3
T16121905,T,Berri L-2,1,0,0,0,2019,12,16,2019-12-16,5
T16121906,T,LaSalle,0,1,0,0,2019,12,16,2019-12-16,22
T16121907,T,Vendôme,1,0,0,0,2019,12,16,2019-12-16,0
T16121908,T,De la Savane,1,0,0,0,2019,12,16,2019-12-16,0
T16121909,T,Beaudry,0,1,0,0,2019,12,16,2019-12-16,4
T16121910,T,Cadillac,0,1,0,0,2019,12,16,2019-12-16,1
T16121911,T,De La Concorde,1,0,0,0,2019,12,16,2019-12-16,2
T16121912,T,Snowdon,1,0,0,0,2019,12,16,2019-12-16,0
T16121913,T,Parc,0,0,0,1,2019,12,16,2019-12-16,2
T16121914,T,St-Michel,0,0,0,1,2019,12,16,2019-12-16,0
T16122001,T,Longueuil,0,0,1,0,2020,12,16,2020-12-16,5
T16122002,T,Peel,0,1,0,0,2020,12,16,2020-12-16,0
T16122003,T,Place-des-Arts,0,1,0,0,2020,12,16,2020-12-16,3
T16122004,T,LaSalle,0,1,0,0,2020,12,16,2020-12-16,4
T16122005,T,Côte-des-Neiges/Université de Montréal,0,0,0,1,2020,12,16,2020-12-16,3
T16122006,T,Crémazie,1,0,0,0,2020,12,16,2020-12-16,0
T16122007,T,Guy-Concordia,0,1,0,0,2020,12,16,2020-12-16,16
T16122008,T,L'Assomption,0,1,0,0,2020,12,16,2020-12-16,0
T16122101,T,Place St-Henri,1,0,0,0,2021,12,16,2021-12-16,4
T16122102,T,Papineau,0,1,0,0,2021,12,16,2021-12-16,4
T17011901,T,Berri L-2,1,0,0,0,2019,1,17,2019-01-17,3
T17011902,T,Côte-Vertu,1,0,0,0,2019,1,17,2019-01-17,0
T17011903,T,Champs-de-Mars,1,0,0,0,2019,1,17,2019-01-17,0
T17011904,T,Montmorency,1,0,0,0,2019,1,17,2019-01-17,0
T17011905,T,5999,0,0,0,1,2019,1,17,2019-01-17,14
T17011906,T,Charlevoix/Lionel-Groulx,0,1,0,0,2019,1,17,2019-01-17,6
T17011907,T,Jolicoeur/Verdun,0,1,0,0,2019,1,17,2019-01-17,3
T17011908,T,Longueuil,0,0,1,0,2019,1,17,2019-01-17,3
T17011909,T,Radisson,0,1,0,0,2019,1,17,2019-01-17,4
T17011910,T,Papineau/Frontenac,0,1,0,0,2019,1,17,2019-01-17,4
T17012001,T,1N17,0,1,0,0,2020,1,17,2020-01-17,0
T17012002,T,Montmorency,1,0,0,0,2020,1,17,2020-01-17,0
T17012003,T,Pie-IX,0,1,0,0,2020,1,17,2020-01-17,5
T17012004,T,Angrignon,0,1,0,0,2020,1,17,2020-01-17,12
T17012005,T,Snowdon,0,0,0,1,2020,1,17,2020-01-17,0
T17012006,T,Iberville,0,0,0,1,2020,1,17,2020-01-17,7
T17012007,T,Montmorency,1,0,0,0,2020,1,17,2020-01-17,3
T17012008,T,Mont-Royal,1,0,0,0,2020,1,17,2020-01-17,8
T17012009,T,McGill,0,1,0,0,2020,1,17,2020-01-17,0
T17012010,T,Jean-Talon,1,0,0,0,2020,1,17,2020-01-17,7
T17012011,T,Berri L-2,1,0,0,0,2020,1,17,2020-01-17,3
T17012012,T,Atwater,0,1,0,0,2020,1,17,2020-01-18,1
T17012101,T,St-Michel,0,0,0,1,2021,1,17,2021-01-17,18
T17012102,T,St-Michel,0,0,0,1,2021,1,17,2021-01-17,0
T17012103,T,Jarry,1,0,0,0,2021,1,17,2021-01-17,1
T17012104,T,Lucien-L'Allier,1,0,0,0,2021,1,17,2021-01-17,0
T17012105,T,Papineau,0,1,0,0,2021,1,17,2021-01-17,1
T17012106,T,Mont-Royal,1,0,0,0,2021,1,17,2021-01-17,1
T17012107,T,Honorée-Beaugrand,0,1,0,0,2021,1,17,2021-01-17,0
T17012201,T,Place-des-Arts/St-Laurent,0,1,0,0,2022,1,17,2022-01-17,0
T17012202,T,Peel,0,1,0,0,2022,1,17,2022-01-17,5
T17012203,T,Champs-de-Mars,1,0,0,0,2022,1,17,2022-01-17,4
T17012204,T,Peel,0,1,0,0,2022,1,17,2022-01-18,3
T17012205,T,Champs-de-Mars,1,0,0,0,2022,1,17,2022-01-17,4
T17021901,T,Champs-de-Mars/Berri-UQAM,1,0,0,0,2019,2,17,2019-02-17,0
T17021902,T,Jean-Talon,1,0,0,0,2019,2,17,2019-02-17,2
T17021903,T,Beaubien,1,0,0,0,2019,2,17,2019-02-17,4
T17021904,T,Fabre/Iberville,0,0,0,1,2019,2,17,2019-02-17,3
T17021905,T,Peel,0,1,0,0,2019,2,17,2019-02-17,7
T17021906,T,Berri L-2,1,0,0,0,2019,2,17,2019-02-17,0
T17021907,T,Place-des-Arts,0,1,0,0,2019,2,17,2019-02-17,5
T17021908,T,Guy-Concordia,0,1,0,0,2019,2,17,2019-02-17,40
T17022001,T,Préfontaine,0,1,0,0,2020,2,17,2020-02-17,13
T17022002,T,Villa-Maria,1,0,0,0,2020,2,17,2020-02-17,5
T17022003,T,Côte-Vertu,1,0,0,0,2020,2,17,2020-02-17,0
T17022004,T,Côte-Vertu,1,0,0,0,2020,2,17,2020-02-17,0
T17022005,T,Côte-Vertu,1,0,0,0,2020,2,17,2020-02-17,0
T17022006,T,Viau,0,1,0,0,2020,2,17,2020-02-17,6
T17022007,T,Parc/De Castelnau,0,0,0,1,2020,2,17,2020-02-17,4
T17022008,T,2N21,1,0,0,0,2020,2,17,2020-02-17,0
T17022009,T,Berri-UQAM,0,1,0,0,2020,2,17,2020-02-17,0
T17022010,T,Henri-Bourassa,1,0,0,0,2020,2,17,2020-02-17,2
T17022011,T,Place-des-Arts,0,1,0,0,2020,2,17,2020-02-17,1
T17022012,T,Frontenac,0,1,0,0,2020,2,17,2020-02-17,2
T17022013,T,Berri-UQAM,0,0,1,0,2020,2,17,2020-02-17,11
T17022014,T,Pie-IX,0,1,0,0,2020,2,17,2020-02-17,0
T17022101,T,St-Michel,0,0,0,1,2021,2,17,2021-02-17,0
T17022102,T,Sauvé/Henri-Bourassa,1,0,0,0,2021,2,17,2021-02-17,0
T17022103,T,Rosemont,1,0,0,0,2021,2,17,2021-02-17,0
T17022104,T,De Castelnau,0,0,0,1,2021,2,17,2021-02-17,3
T17022105,T,Arrière gare Montmorency,1,0,0,0,2021,2,17,2021-02-17,3
T17022106,T,Sherbrooke,1,0,0,0,2021,2,17,2021-02-17,4
T17022107,T,Bonaventure,1,0,0,0,2021,2,17,2021-02-17,6
T17022108,T,Atwater,0,1,0,0,2021,2,17,2021-02-17,0
T17022109,T,G. H-Bour. (St-Charles),1,0,0,0,2021,2,17,2021-02-17,0
T17022110,T,Côte-Vertu,1,0,0,0,2021,2,17,2021-02-17,0
T17022111,T,Montmorency,1,0,0,0,2021,2,17,2021-02-17,4
T17022112,T,De Castelnau,0,0,0,1,2021,2,17,2021-02-17,19
T17022113,T,Jarry,1,0,0,0,2021,2,17,2021-02-17,0
T17022201,T,G. H-Bour. (St-Charles),1,0,0,0,2022,2,17,2022-02-17,0
T17022202,T,Berri-UQAM,0,0,1,0,2022,2,17,2022-02-17,0
T17022203,T,Côte-Vertu,1,0,0,0,2022,2,17,2022-02-17,16
T17022204,T,Centre de contrôle Providence,1,0,0,0,2022,2,17,2022-02-17,9
T17022205,T,Berri-UQAM,0,1,0,0,2022,2,17,2022-02-17,5
T17022206,T,Joliette/Pie-IX,0,1,0,0,2022,2,17,2022-02-17,0
T17022207,T,2N21,1,0,0,0,2022,2,17,2022-02-17,3
T17022208,T,Jolicoeur,0,1,0,0,2022,2,17,2022-02-17,4
T17022209,T,Beaudry,0,1,0,0,2022,2,17,2022-02-17,4
T17022210,T,Bonaventure,1,0,0,0,2022,2,17,2022-02-17,7
T17022211,T,Place-des-Arts/St-Laurent,0,1,0,0,2022,2,17,2022-02-17,12
T17022212,T,Fabre,0,0,0,1,2022,2,17,2022-02-17,0
T17022213,T,Jarry,1,0,0,0,2022,2,17,2022-02-17,1
T17022214,T,Ahuntsic PR,1,0,0,0,2022,2,17,2022-02-17,0
T17022215,T,Berri-UQAM,0,1,0,0,2022,2,17,2022-02-17,5
T17022216,T,Lucien-L'Allier,1,0,0,0,2022,2,17,2022-02-17,3
T17022217,T,Beaubien,1,0,0,0,2022,2,17,2022-02-17,3
T17022219,T,Georges-Vanier,1,0,0,0,2022,2,17,2022-02-17,4
T17022220,T,Champs-de-Mars,1,0,0,0,2022,2,17,2022-02-17,2
T17022221,T,Henri-Bourassa,1,0,0,0,2022,2,17,2022-02-17,0
T17022222,T,Crémazie,1,0,0,0,2022,2,17,2022-02-18,0
T17031901,T,Berri L-2,1,0,0,0,2019,3,17,2019-03-17,1
T17031902,T,De la Savane,1,0,0,0,2019,3,17,2019-03-17,3
T17031903,T,Côte-des-Neiges/Université de Montréal,0,0,0,1,2019,3,17,2019-03-17,15
T17031904,T,4999,0,0,1,0,2019,3,17,2019-03-17,0
T17031905,T,Crémazie,1,0,0,0,2019,3,17,2019-03-17,18
T17031906,T,Henri-Bourassa,1,0,0,0,2019,3,17,2019-03-17,0
T17031907,T,St-Mathieu PR,0,1,0,0,2019,3,17,2019-03-17,0
T17031908,T,Berri-UQAM,0,0,1,0,2019,3,17,2019-03-17,0
T17031909,T,Côte-Vertu,1,0,0,0,2019,3,17,2019-03-17,0
T17031910,T,Longueuil,0,0,1,0,2019,3,17,2019-03-17,2
T17031911,T,Place-des-Arts,0,1,0,0,2019,3,17,2019-03-17,3
T17031912,T,St-Laurent,0,1,0,0,2019,3,17,2019-03-17,2
T17031913,T,Côte-des-Neiges,0,0,0,1,2019,3,17,2019-03-17,36
T17031914,T,4999,0,0,1,0,2019,3,17,2019-03-17,0
T17031915,T,Préfontaine,0,1,0,0,2019,3,17,2019-03-17,0
T17032001,T,Fabre,0,0,0,1,2020,3,17,2020-03-17,34
T17032002,T,Snowdon,0,0,0,1,2020,3,17,2020-03-17,1
T17032003,T,Berri-UQAM,0,0,1,0,2020,3,17,2020-03-17,3
T17032004,T,Honorée-Beaugrand,0,1,0,0,2020,3,17,2020-03-17,3
T17032005,T,Honorée-Beaugrand,0,1,0,0,2020,3,17,2020-03-17,2
T17032006,T,Lionel-Groulx,0,1,0,0,2020,3,17,2020-03-17,3
T17032007,T,5N31,0,0,0,1,2020,3,17,2020-03-17,3
T17032008,T,Honorée-Beaugrand,0,1,0,0,2020,3,17,2020-03-17,0
T17032009,T,Angrignon,0,1,0,0,2020,3,17,2020-03-17,5
T17032010,T,Snowdon,0,0,0,1,2020,3,17,2020-03-17,3
T17032011,T,Namur,1,0,0,0,2020,3,17,2020-03-17,4
T17032012,T,Berri-UQAM,0,1,0,0,2020,3,17,2020-03-17,1
T17032013,T,Berri-UQAM,0,1,0,0,2020,3,17,2020-03-17,1
T17032014,T,Montmorency,1,0,0,0,2020,3,17,2020-03-17,2
T17032101,T,Côte-Vertu/Du Collège,1,0,0,0,2021,3,17,2021-03-17,0
T17032102,T,Longueuil,0,0,1,0,2021,3,17,2021-03-17,3
T17032103,T,Angrignon,0,1,0,0,2021,3,17,2021-03-17,0
T17032104,T,Pie-IX,0,1,0,0,2021,3,17,2021-03-17,0
T17032105,T,Viau,0,1,0,0,2021,3,17,2021-03-17,4
T17032106,T,Peel,0,1,0,0,2021,3,17,2021-03-17,18
T17032107,T,Angrignon,0,1,0,0,2021,3,17,2021-03-17,0
T17032108,T,Atwater/Guy-Concordia,0,1,0,0,2021,3,17,2021-03-17,4
T17032109,T,Préfontaine,0,1,0,0,2021,3,17,2021-03-17,0
T17032110,T,University PR,1,0,0,0,2021,3,17,2021-03-17,0
T17032111,T,Garage Angrignon,0,1,0,0,2021,3,17,2021-03-17,0
T17032112,T,Berri-UQAM,0,1,0,0,2021,3,17,2021-03-17,0
T17032201,T,Atwater,0,1,0,0,2022,3,17,2022-03-17,0
T17032202,T,Jean-Talon,0,0,0,1,2022,3,17,2022-03-17,4
T17032203,T,Angrignon PR,0,1,0,0,2022,3,17,2022-03-17,4
T17032204,T,Frontenac,0,1,0,0,2022,3,17,2022-03-17,7
T17032205,T,Frontenac,0,1,0,0,2022,3,17,2022-03-17,4
T17032206,T,Garage Angrignon,0,1,0,0,2022,3,17,2022-03-17,0
T17032207,T,Radisson,0,1,0,0,2022,3,17,2022-03-17,4
T17032208,T,Place-D'Armes,1,0,0,0,2022,3,17,2022-03-17,51
T17032209,T,Côte-Vertu,1,0,0,0,2022,3,17,2022-03-17,2
T17032210,T,St-Michel,0,0,0,1,2022,3,17,2022-03-17,2
T17032211,T,De l'Eglise,0,1,0,0,2022,3,17,2022-03-17,4
T17032212,T,St-Michel,0,0,0,1,2022,3,17,2022-03-17,2
T17032213,T,Laurier,1,0,0,0,2022,3,17,2022-03-17,2
T17032214,T,Namur,1,0,0,0,2022,3,17,2022-03-18,0
T17032215,T,Iberville/St-Michel,0,0,0,1,2022,3,17,2022-03-17,0
T17032216,T,Côte-Vertu,1,0,0,0,2022,3,17,2022-03-17,2
T17041901,T,Berri-UQAM,0,0,1,0,2019,4,17,2019-04-17,4
T17041902,T,Edouard Montpetit,0,0,0,1,2019,4,17,2019-04-17,0
T17041903,T,Place-des-Arts,0,1,0,0,2019,4,17,2019-04-17,10
T17041904,T,Berri L-2,1,0,0,0,2019,4,17,2019-04-17,4
T17041905,T,Berri-UQAM,0,1,0,0,2019,4,17,2019-04-17,3
T17041906,T,Pie-IX,0,1,0,0,2019,4,17,2019-04-17,33
T17041907,T,Préfontaine,0,1,0,0,2019,4,17,2019-04-17,5
T17041908,T,Jolicoeur/Verdun,0,1,0,0,2019,4,17,2019-04-17,5
T17041909,T,Atwater,0,1,0,0,2019,4,17,2019-04-17,25
T17042001,T,Snowdon,0,0,0,1,2020,4,17,2020-04-17,0
T17042002,T,McGill,0,1,0,0,2020,4,17,2020-04-17,0
T17042003,T,Henri-Bourassa,1,0,0,0,2020,4,17,2020-04-17,4
T17042004,T,Lionel-Groulx,0,1,0,0,2020,4,17,2020-04-17,0
T17042005,T,De l'Eglise,0,1,0,0,2020,4,17,2020-04-17,2
T17042006,T,Viau,0,1,0,0,2020,4,17,2020-04-17,0
T17042007,T,Place-des-Arts,0,1,0,0,2020,4,17,2020-04-18,14
T17042101,T,Berri-UQAM,0,0,1,0,2021,4,17,2021-04-17,2
T17042102,T,Honorée-Beaugrand,0,1,0,0,2021,4,17,2021-04-17,10
T17042103,T,Cadillac,0,1,0,0,2021,4,17,2021-04-17,0
T17042104,T,Préfontaine,0,1,0,0,2021,4,17,2021-04-17,5
T17042105,T,Beaudry,0,1,0,0,2021,4,17,2021-04-17,0
